,marital_status,application_mode,course,time_attendance,previous_qualification,mother_qualification,father_qualification,mother_occupation,father_occupation,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,GDP,graduate
488,divorced,Over 23 years old,Basic Education,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,no,yes,no,female,no,1.0,143.0,140.0,31.0,0.0,7.0,8.0,6.0,12.666666666666666,0.0,3.51,0
489,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,no,no,yes,female,no,1.0,149.0,134.3,20.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,1.74,1
490,single,2nd phase - general contingent,Agronomy,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,133.0,125.3,21.0,12.0,18.0,22.0,18.0,11.88888888888889,1.0,-4.06,1
491,single,Holders of other higher courses,Equinculture,daytime,Higher education - degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,140.0,140.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,1.79,0
492,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",no,yes,no,female,no,5.0,122.0,119.6,21.0,0.0,6.0,6.0,4.0,13.0,0.0,1.74,0
493,single,Holders of other higher courses,Nursing,daytime,Higher education - degree (1st cycle),Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,no,no,yes,female,no,1.0,170.0,170.0,24.0,4.0,7.0,7.0,7.0,16.885714285714283,0.0,-0.92,1
494,single,Over 23 years old,Social Service (evening attendance),evening,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,no,no,yes,female,no,1.0,120.0,150.5,27.0,0.0,6.0,6.0,6.0,12.5,0.0,-4.06,1
495,single,1st phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,no,no,yes,female,yes,1.0,143.0,128.0,18.0,0.0,7.0,9.0,7.0,13.055555555555555,0.0,0.79,1
496,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,12th Year of Schooling - Not Completed,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,no,female,no,3.0,115.0,108.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,0
497,single,2nd phase - general contingent,Equinculture,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,yes,yes,yes,female,yes,1.0,123.0,121.6,19.0,0.0,5.0,7.0,0.0,0.0,0.0,0.32,0
498,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,yes,6.0,131.0,125.3,19.0,0.0,8.0,8.0,7.0,12.355714285714283,0.0,1.74,1
499,single,2nd phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport",no,no,yes,female,no,1.0,127.0,117.6,18.0,0.0,6.0,0.0,0.0,0.0,0.0,1.79,0
500,single,1st phase - general contingent,Basic Education,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,cleaning workers,assembly workers,yes,yes,yes,female,yes,2.0,112.0,106.1,20.0,0.0,7.0,7.0,7.0,13.857142857142858,0.0,3.51,1
501,married,1st phase - general contingent,Social Service (evening attendance),evening,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,1.0,150.0,139.9,24.0,0.0,6.0,9.0,5.0,13.0,0.0,-3.12,1
502,single,1st phase - general contingent,Communication Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",yes,no,yes,female,no,1.0,116.0,110.8,20.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,1.79,1
503,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,yes,1.0,130.0,117.8,19.0,0.0,8.0,8.0,7.0,12.357142857142858,0.0,-1.7,1
504,single,1st phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,yes,6.0,144.0,127.5,18.0,0.0,8.0,8.0,7.0,13.857142857142858,0.0,-1.7,1
505,single,2nd phase - general contingent,Social Service,daytime,Higher education - degree,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,yes,no,yes,female,yes,2.0,105.0,129.7,20.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,-3.12,1
506,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,yes,female,no,1.0,143.0,130.6,20.0,0.0,7.0,8.0,7.0,12.847142857142858,0.0,-0.92,1
507,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,yes,2.0,137.0,126.3,19.0,0.0,7.0,9.0,6.0,12.339999999999998,0.0,2.02,1
508,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,1.0,133.1,105.0,20.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,-1.7,1
509,single,2nd phase - general contingent,Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,Intermediate Level Technicians and Professions,yes,no,yes,female,no,2.0,116.0,114.6,19.0,0.0,5.0,15.0,2.0,10.75,0.0,0.79,0
510,single,2nd phase - general contingent,Basic Education,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,5.0,117.0,114.6,19.0,0.0,6.0,11.0,4.0,13.25,0.0,-3.12,0
511,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,yes,1.0,137.0,131.0,18.0,0.0,8.0,8.0,8.0,13.73125,0.0,-3.12,1
512,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,4.0,116.0,109.0,23.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,2.02,0
513,single,1st phase - general contingent,Basic Education,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,yes,female,no,1.0,133.1,132.0,21.0,0.0,6.0,8.0,5.0,12.0,0.0,-1.7,0
514,single,Technological specialization diploma holders,Social Service (evening attendance),evening,Technological specialization course,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,female,no,1.0,130.0,130.0,23.0,5.0,9.0,10.0,9.0,10.88888888888889,0.0,2.02,1
515,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,3.0,106.0,109.5,19.0,0.0,7.0,8.0,7.0,13.025,0.0,0.79,1
516,single,2nd phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,female,no,2.0,125.0,115.9,18.0,0.0,6.0,6.0,6.0,13.0,0.0,1.79,1
517,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,134.0,131.6,19.0,0.0,6.0,10.0,5.0,11.8,0.0,1.74,1
518,single,Over 23 years old,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,1.0,133.1,120.0,25.0,0.0,8.0,8.0,7.0,12.042857142857144,0.0,-1.7,1
519,single,1st phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,female,yes,1.0,136.0,136.4,19.0,0.0,7.0,8.0,7.0,12.8375,0.0,0.79,1
520,single,Over 23 years old,Oral Hygiene ,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,cleaning workers,"Unskilled workers in extractive industry, construction, manufacturing and transport",no,yes,yes,female,yes,1.0,120.0,120.0,24.0,0.0,7.0,13.0,7.0,11.0,0.0,-1.7,1
521,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,yes,1.0,135.0,132.6,18.0,0.0,6.0,7.0,6.0,13.5,0.0,3.51,1
522,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,yes,5.0,122.0,112.9,19.0,0.0,6.0,8.0,6.0,12.125,0.0,-0.92,1
523,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,5.0,147.0,134.3,18.0,0.0,8.0,12.0,7.0,12.62857142857143,0.0,-1.7,1
524,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,female,no,3.0,121.0,117.2,19.0,0.0,6.0,11.0,5.0,11.2,0.0,-4.06,1
525,single,3rd phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,yes,female,yes,1.0,135.0,129.8,18.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,-1.7,0
526,married,Over 23 years old,Advertising and Marketing Management,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Student,no,yes,no,female,no,1.0,130.0,158.0,34.0,0.0,6.0,7.0,4.0,13.5,0.0,-1.7,0
527,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",yes,yes,no,female,no,2.0,108.0,115.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,3.51,0
528,married,Over 23 years old,Management (evening attendance),evening,Higher education - degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,female,no,1.0,140.0,152.4,26.0,0.0,5.0,5.0,5.0,12.0,0.0,1.74,1
529,single,Change of course,Oral Hygiene ,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,no,no,yes,female,no,2.0,120.0,110.2,27.0,0.0,7.0,9.0,7.0,12.228571428571428,0.0,1.74,1
530,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Ma",yes,no,yes,female,no,1.0,117.0,113.5,20.0,0.0,5.0,6.0,4.0,11.5,0.0,-3.12,1
531,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Student,yes,no,yes,female,no,1.0,151.0,144.4,18.0,0.0,6.0,8.0,6.0,15.375,0.0,-0.92,1
532,single,Over 23 years old,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Doctorate,Administrative staff,Intermediate Level Technicians and Professions,no,no,yes,female,no,1.0,133.1,100.0,24.0,0.0,8.0,11.0,7.0,12.614285714285714,0.0,-1.7,1
533,single,Technological specialization diploma holders,Social Service,daytime,Technological specialization course,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Unskilled Workers,yes,no,yes,female,yes,1.0,130.0,126.3,19.0,3.0,6.0,7.0,5.0,12.2,0.0,0.79,1
